model_name,question_id,difficulty,result,efficiency_score,repetition_number
Qwen-3-Coder-480B,502,simple,semantic,,1
Qwen-3-Coder-480B,502,simple,semantic,,2
Qwen-3-Coder-480B,502,simple,semantic,,3
Qwen-3-Coder-480B,502,simple,semantic,,4
Qwen-3-Coder-480B,502,simple,semantic,,5
Qwen-3-Coder-480B,502,simple,semantic,,6
Qwen-3-Coder-480B,502,simple,semantic,,7
Qwen-3-Coder-480B,502,simple,semantic,,8
Qwen-3-Coder-480B,502,simple,semantic,,9
Qwen-3-Coder-480B,502,simple,semantic,,10
Qwen-3-Coder-480B,502,simple,semantic,,11
Qwen-3-Coder-480B,502,simple,semantic,,12
Qwen-3-Coder-480B,502,simple,semantic,,13
Qwen-3-Coder-480B,502,simple,semantic,,14
Qwen-3-Coder-480B,502,simple,semantic,,15
Qwen-3-Coder-480B,502,simple,semantic,,16
Qwen-3-Coder-480B,502,simple,semantic,,17
Qwen-3-Coder-480B,502,simple,semantic,,18
Qwen-3-Coder-480B,502,simple,semantic,,19
Qwen-3-Coder-480B,502,simple,semantic,,20
Qwen-3-Coder-480B,502,simple,semantic,,21
Qwen-3-Coder-480B,502,simple,semantic,,22
Qwen-3-Coder-480B,502,simple,semantic,,23
Qwen-3-Coder-480B,502,simple,semantic,,24
Qwen-3-Coder-480B,502,simple,semantic,,25
Qwen-3-Coder-480B,502,simple,semantic,,26
Qwen-3-Coder-480B,502,simple,semantic,,27
Qwen-3-Coder-480B,502,simple,semantic,,28
Qwen-3-Coder-480B,502,simple,semantic,,29
Qwen-3-Coder-480B,502,simple,semantic,,30
Qwen-3-Coder-480B,502,simple,semantic,,31
Qwen-3-Coder-480B,502,simple,semantic,,32
Qwen-3-Coder-480B,502,simple,semantic,,33
Qwen-3-Coder-480B,502,simple,semantic,,34
Qwen-3-Coder-480B,502,simple,semantic,,35
Qwen-3-Coder-480B,502,simple,semantic,,36
Qwen-3-Coder-480B,502,simple,semantic,,37
Qwen-3-Coder-480B,502,simple,semantic,,38
Qwen-3-Coder-480B,502,simple,semantic,,39
Qwen-3-Coder-480B,502,simple,semantic,,40
Qwen-3-Coder-480B,502,simple,semantic,,41
Qwen-3-Coder-480B,502,simple,semantic,,42
Qwen-3-Coder-480B,502,simple,semantic,,43
Qwen-3-Coder-480B,502,simple,semantic,,44
Qwen-3-Coder-480B,502,simple,semantic,,45
Qwen-3-Coder-480B,502,simple,semantic,,46
Qwen-3-Coder-480B,502,simple,semantic,,47
Qwen-3-Coder-480B,502,simple,semantic,,48
Qwen-3-Coder-480B,502,simple,semantic,,49
Qwen-3-Coder-480B,502,simple,semantic,,50
Qwen-3-Coder-480B,953,simple,correct,0.9894309039420832,1
Qwen-3-Coder-480B,953,simple,syntactic,,2
Qwen-3-Coder-480B,953,simple,correct,0.35111469912438675,3
Qwen-3-Coder-480B,953,simple,correct,0.3998101265822785,4
Qwen-3-Coder-480B,953,simple,syntactic,,5
Qwen-3-Coder-480B,953,simple,correct,0.3474458983392048,6
Qwen-3-Coder-480B,953,simple,syntactic,,7
Qwen-3-Coder-480B,953,simple,syntactic,,8
Qwen-3-Coder-480B,953,simple,correct,0.4003140838032693,9
Qwen-3-Coder-480B,953,simple,correct,0.40394151303242215,10
Qwen-3-Coder-480B,953,simple,correct,0.40621085250873606,11
Qwen-3-Coder-480B,953,simple,correct,0.41099529940731655,12
Qwen-3-Coder-480B,953,simple,correct,0.3910530574500058,13
Qwen-3-Coder-480B,953,simple,correct,0.41401652892561985,14
Qwen-3-Coder-480B,953,simple,correct,0.42555141043261996,15
Qwen-3-Coder-480B,953,simple,syntactic,,16
Qwen-3-Coder-480B,953,simple,correct,0.3749685217829262,17
Qwen-3-Coder-480B,953,simple,correct,0.3598888673515539,18
Qwen-3-Coder-480B,953,simple,correct,0.38951741770533715,19
Qwen-3-Coder-480B,953,simple,correct,0.4010476944630566,20
Qwen-3-Coder-480B,953,simple,correct,0.41195949818506017,21
Qwen-3-Coder-480B,953,simple,syntactic,,22
Qwen-3-Coder-480B,953,simple,correct,0.45014264366254586,23
Qwen-3-Coder-480B,953,simple,syntactic,,24
Qwen-3-Coder-480B,953,simple,syntactic,,25
Qwen-3-Coder-480B,953,simple,correct,0.45758681259289286,26
Qwen-3-Coder-480B,953,simple,correct,0.45446152175093685,27
Qwen-3-Coder-480B,953,simple,correct,0.5047359882777749,28
Qwen-3-Coder-480B,953,simple,correct,0.4298595036873553,29
Qwen-3-Coder-480B,953,simple,correct,0.4338331797492391,30
Qwen-3-Coder-480B,953,simple,syntactic,,31
Qwen-3-Coder-480B,953,simple,syntactic,,32
Qwen-3-Coder-480B,953,simple,syntactic,,33
Qwen-3-Coder-480B,953,simple,correct,0.44416285153695223,34
Qwen-3-Coder-480B,953,simple,syntactic,,35
Qwen-3-Coder-480B,953,simple,correct,0.4179015035955546,36
Qwen-3-Coder-480B,953,simple,syntactic,,37
Qwen-3-Coder-480B,953,simple,syntactic,,38
Qwen-3-Coder-480B,953,simple,syntactic,,39
Qwen-3-Coder-480B,953,simple,correct,0.42937179309388435,40
Qwen-3-Coder-480B,953,simple,syntactic,,41
Qwen-3-Coder-480B,953,simple,syntactic,,42
Qwen-3-Coder-480B,953,simple,syntactic,,43
Qwen-3-Coder-480B,953,simple,syntactic,,44
Qwen-3-Coder-480B,953,simple,syntactic,,45
Qwen-3-Coder-480B,953,simple,syntactic,,46
Qwen-3-Coder-480B,953,simple,syntactic,,47
Qwen-3-Coder-480B,953,simple,correct,0.33064386699543324,48
Qwen-3-Coder-480B,953,simple,correct,0.39868544600938965,49
Qwen-3-Coder-480B,953,simple,correct,0.4765677142276777,50
Qwen-3-Coder-480B,54,simple,semantic,,1
Qwen-3-Coder-480B,54,simple,semantic,,2
Qwen-3-Coder-480B,54,simple,semantic,,3
Qwen-3-Coder-480B,54,simple,semantic,,4
Qwen-3-Coder-480B,54,simple,semantic,,5
Qwen-3-Coder-480B,54,simple,semantic,,6
Qwen-3-Coder-480B,54,simple,semantic,,7
Qwen-3-Coder-480B,54,simple,semantic,,8
Qwen-3-Coder-480B,54,simple,semantic,,9
Qwen-3-Coder-480B,54,simple,semantic,,10
Qwen-3-Coder-480B,54,simple,semantic,,11
Qwen-3-Coder-480B,54,simple,semantic,,12
Qwen-3-Coder-480B,54,simple,semantic,,13
Qwen-3-Coder-480B,54,simple,semantic,,14
Qwen-3-Coder-480B,54,simple,semantic,,15
Qwen-3-Coder-480B,54,simple,semantic,,16
Qwen-3-Coder-480B,54,simple,semantic,,17
Qwen-3-Coder-480B,54,simple,semantic,,18
Qwen-3-Coder-480B,54,simple,semantic,,19
Qwen-3-Coder-480B,54,simple,semantic,,20
Qwen-3-Coder-480B,54,simple,semantic,,21
Qwen-3-Coder-480B,54,simple,semantic,,22
Qwen-3-Coder-480B,54,simple,semantic,,23
Qwen-3-Coder-480B,54,simple,semantic,,24
Qwen-3-Coder-480B,54,simple,semantic,,25
Qwen-3-Coder-480B,54,simple,semantic,,26
Qwen-3-Coder-480B,54,simple,semantic,,27
Qwen-3-Coder-480B,54,simple,semantic,,28
Qwen-3-Coder-480B,54,simple,semantic,,29
Qwen-3-Coder-480B,54,simple,semantic,,30
Qwen-3-Coder-480B,54,simple,semantic,,31
Qwen-3-Coder-480B,54,simple,semantic,,32
Qwen-3-Coder-480B,54,simple,semantic,,33
Qwen-3-Coder-480B,54,simple,semantic,,34
Qwen-3-Coder-480B,54,simple,semantic,,35
Qwen-3-Coder-480B,54,simple,semantic,,36
Qwen-3-Coder-480B,54,simple,semantic,,37
Qwen-3-Coder-480B,54,simple,semantic,,38
Qwen-3-Coder-480B,54,simple,semantic,,39
Qwen-3-Coder-480B,54,simple,semantic,,40
Qwen-3-Coder-480B,54,simple,semantic,,41
Qwen-3-Coder-480B,54,simple,semantic,,42
Qwen-3-Coder-480B,54,simple,semantic,,43
Qwen-3-Coder-480B,54,simple,semantic,,44
Qwen-3-Coder-480B,54,simple,semantic,,45
Qwen-3-Coder-480B,54,simple,semantic,,46
Qwen-3-Coder-480B,54,simple,semantic,,47
Qwen-3-Coder-480B,54,simple,semantic,,48
Qwen-3-Coder-480B,54,simple,semantic,,49
Qwen-3-Coder-480B,54,simple,semantic,,50
Qwen-3-Coder-480B,1004,simple,semantic,,1
Qwen-3-Coder-480B,1004,simple,semantic,,2
Qwen-3-Coder-480B,1004,simple,semantic,,3
Qwen-3-Coder-480B,1004,simple,semantic,,4
Qwen-3-Coder-480B,1004,simple,semantic,,5
Qwen-3-Coder-480B,1004,simple,semantic,,6
Qwen-3-Coder-480B,1004,simple,semantic,,7
Qwen-3-Coder-480B,1004,simple,semantic,,8
Qwen-3-Coder-480B,1004,simple,semantic,,9
Qwen-3-Coder-480B,1004,simple,semantic,,10
Qwen-3-Coder-480B,1004,simple,semantic,,11
Qwen-3-Coder-480B,1004,simple,semantic,,12
Qwen-3-Coder-480B,1004,simple,semantic,,13
Qwen-3-Coder-480B,1004,simple,semantic,,14
Qwen-3-Coder-480B,1004,simple,semantic,,15
Qwen-3-Coder-480B,1004,simple,semantic,,16
Qwen-3-Coder-480B,1004,simple,semantic,,17
Qwen-3-Coder-480B,1004,simple,semantic,,18
Qwen-3-Coder-480B,1004,simple,semantic,,19
Qwen-3-Coder-480B,1004,simple,semantic,,20
Qwen-3-Coder-480B,1004,simple,semantic,,21
Qwen-3-Coder-480B,1004,simple,semantic,,22
Qwen-3-Coder-480B,1004,simple,semantic,,23
Qwen-3-Coder-480B,1004,simple,semantic,,24
Qwen-3-Coder-480B,1004,simple,semantic,,25
Qwen-3-Coder-480B,1004,simple,semantic,,26
Qwen-3-Coder-480B,1004,simple,semantic,,27
Qwen-3-Coder-480B,1004,simple,semantic,,28
Qwen-3-Coder-480B,1004,simple,semantic,,29
Qwen-3-Coder-480B,1004,simple,semantic,,30
Qwen-3-Coder-480B,1004,simple,semantic,,31
Qwen-3-Coder-480B,1004,simple,semantic,,32
Qwen-3-Coder-480B,1004,simple,semantic,,33
Qwen-3-Coder-480B,1004,simple,semantic,,34
Qwen-3-Coder-480B,1004,simple,semantic,,35
Qwen-3-Coder-480B,1004,simple,semantic,,36
Qwen-3-Coder-480B,1004,simple,semantic,,37
Qwen-3-Coder-480B,1004,simple,semantic,,38
Qwen-3-Coder-480B,1004,simple,semantic,,39
Qwen-3-Coder-480B,1004,simple,semantic,,40
Qwen-3-Coder-480B,1004,simple,semantic,,41
Qwen-3-Coder-480B,1004,simple,semantic,,42
Qwen-3-Coder-480B,1004,simple,semantic,,43
Qwen-3-Coder-480B,1004,simple,semantic,,44
Qwen-3-Coder-480B,1004,simple,semantic,,45
Qwen-3-Coder-480B,1004,simple,semantic,,46
Qwen-3-Coder-480B,1004,simple,semantic,,47
Qwen-3-Coder-480B,1004,simple,semantic,,48
Qwen-3-Coder-480B,1004,simple,semantic,,49
Qwen-3-Coder-480B,1004,simple,semantic,,50
Qwen-3-Coder-480B,1575,Simple,other,,1
Qwen-3-Coder-480B,1575,Simple,semantic,,2
Qwen-3-Coder-480B,1575,Simple,other,,3
Qwen-3-Coder-480B,1575,Simple,other,,4
Qwen-3-Coder-480B,1575,Simple,other,,5
Qwen-3-Coder-480B,1575,Simple,other,,6
Qwen-3-Coder-480B,1575,Simple,other,,7
Qwen-3-Coder-480B,1575,Simple,other,,8
Qwen-3-Coder-480B,1575,Simple,other,,9
Qwen-3-Coder-480B,1575,Simple,other,,10
Qwen-3-Coder-480B,1575,Simple,other,,11
Qwen-3-Coder-480B,1575,Simple,other,,12
Qwen-3-Coder-480B,1575,Simple,other,,13
Qwen-3-Coder-480B,1575,Simple,other,,14
Qwen-3-Coder-480B,1575,Simple,other,,15
Qwen-3-Coder-480B,1575,Simple,other,,16
Qwen-3-Coder-480B,1575,Simple,other,,17
Qwen-3-Coder-480B,1575,Simple,semantic,,18
Qwen-3-Coder-480B,1575,Simple,other,,19
Qwen-3-Coder-480B,1575,Simple,other,,20
Qwen-3-Coder-480B,1575,Simple,other,,21
Qwen-3-Coder-480B,1575,Simple,other,,22
Qwen-3-Coder-480B,1575,Simple,other,,23
Qwen-3-Coder-480B,1575,Simple,other,,24
Qwen-3-Coder-480B,1575,Simple,other,,25
Qwen-3-Coder-480B,1575,Simple,other,,26
Qwen-3-Coder-480B,1575,Simple,other,,27
Qwen-3-Coder-480B,1575,Simple,other,,28
Qwen-3-Coder-480B,1575,Simple,other,,29
Qwen-3-Coder-480B,1575,Simple,other,,30
Qwen-3-Coder-480B,1575,Simple,other,,31
Qwen-3-Coder-480B,1575,Simple,other,,32
Qwen-3-Coder-480B,1575,Simple,other,,33
Qwen-3-Coder-480B,1575,Simple,other,,34
Qwen-3-Coder-480B,1575,Simple,other,,35
Qwen-3-Coder-480B,1575,Simple,other,,36
Qwen-3-Coder-480B,1575,Simple,other,,37
Qwen-3-Coder-480B,1575,Simple,other,,38
Qwen-3-Coder-480B,1575,Simple,other,,39
Qwen-3-Coder-480B,1575,Simple,other,,40
Qwen-3-Coder-480B,1575,Simple,other,,41
Qwen-3-Coder-480B,1575,Simple,other,,42
Qwen-3-Coder-480B,1575,Simple,other,,43
Qwen-3-Coder-480B,1575,Simple,other,,44
Qwen-3-Coder-480B,1575,Simple,other,,45
Qwen-3-Coder-480B,1575,Simple,other,,46
Qwen-3-Coder-480B,1575,Simple,other,,47
Qwen-3-Coder-480B,1575,Simple,other,,48
Qwen-3-Coder-480B,1575,Simple,other,,49
Qwen-3-Coder-480B,1575,Simple,other,,50
Qwen-3-Coder-480B,549,simple,correct,5.934666016577279,1
Qwen-3-Coder-480B,549,simple,correct,1.7980392156862746,2
Qwen-3-Coder-480B,549,simple,correct,1.3704501399956925,3
Qwen-3-Coder-480B,549,simple,correct,1.5204963438954133,4
Qwen-3-Coder-480B,549,simple,correct,1.418892760356175,5
Qwen-3-Coder-480B,549,simple,correct,1.3576512455516014,6
Qwen-3-Coder-480B,549,simple,correct,2.0533417668142526,7
Qwen-3-Coder-480B,549,simple,correct,1.4187599364069952,8
Qwen-3-Coder-480B,549,simple,correct,1.2728820774797787,9
Qwen-3-Coder-480B,549,simple,correct,1.4993297587131367,10
Qwen-3-Coder-480B,549,simple,correct,1.4562201993931512,11
Qwen-3-Coder-480B,549,simple,correct,1.4096332302253645,12
Qwen-3-Coder-480B,549,simple,correct,1.3232256646890794,13
Qwen-3-Coder-480B,549,simple,correct,1.495244271508863,14
Qwen-3-Coder-480B,549,simple,correct,1.1491942183086892,15
Qwen-3-Coder-480B,549,simple,correct,1.371627502175805,16
Qwen-3-Coder-480B,549,simple,correct,1.1892925430210326,17
Qwen-3-Coder-480B,549,simple,correct,1.4847027972027973,18
Qwen-3-Coder-480B,549,simple,correct,1.4426404614398634,19
Qwen-3-Coder-480B,549,simple,correct,1.3556813234653897,20
Qwen-3-Coder-480B,549,simple,correct,1.3576596413966657,21
Qwen-3-Coder-480B,549,simple,correct,1.5459375691830861,22
Qwen-3-Coder-480B,549,simple,correct,1.3269813772195755,23
Qwen-3-Coder-480B,549,simple,correct,1.2716685757922872,24
Qwen-3-Coder-480B,549,simple,correct,1.440567066521265,25
Qwen-3-Coder-480B,549,simple,correct,1.5318071758749725,26
Qwen-3-Coder-480B,549,simple,correct,1.338879159369527,27
Qwen-3-Coder-480B,549,simple,correct,1.1489685492052757,28
Qwen-3-Coder-480B,549,simple,correct,1.3426573426573427,29
Qwen-3-Coder-480B,549,simple,correct,1.400210914843132,30
Qwen-3-Coder-480B,549,simple,correct,1.2999128160418483,31
Qwen-3-Coder-480B,549,simple,correct,1.4574261694330675,32
Qwen-3-Coder-480B,549,simple,correct,1.5127414714344432,33
Qwen-3-Coder-480B,549,simple,correct,1.3928264604810996,34
Qwen-3-Coder-480B,549,simple,correct,1.5235305604374145,35
Qwen-3-Coder-480B,549,simple,correct,1.443843843843844,36
Qwen-3-Coder-480B,549,simple,correct,1.6068118128907092,37
Qwen-3-Coder-480B,549,simple,correct,1.786153215895125,38
Qwen-3-Coder-480B,549,simple,correct,1.0601769911504424,39
Qwen-3-Coder-480B,549,simple,correct,1.3066007310255858,40
Qwen-3-Coder-480B,549,simple,correct,1.3507726269315674,41
Qwen-3-Coder-480B,549,simple,correct,1.4854708324229844,42
Qwen-3-Coder-480B,549,simple,correct,1.3405452185201212,43
Qwen-3-Coder-480B,549,simple,correct,1.4533871970167807,44
Qwen-3-Coder-480B,549,simple,correct,1.1245765901392548,45
Qwen-3-Coder-480B,549,simple,correct,1.5892197348402521,46
Qwen-3-Coder-480B,549,simple,correct,1.2311661506707947,47
Qwen-3-Coder-480B,549,simple,correct,1.1743353783231083,48
Qwen-3-Coder-480B,549,simple,correct,1.2538582677165355,49
Qwen-3-Coder-480B,549,simple,correct,1.5696837513631408,50
Qwen-3-Coder-480B,1221,simple,semantic,,1
Qwen-3-Coder-480B,1221,simple,semantic,,2
Qwen-3-Coder-480B,1221,simple,semantic,,3
Qwen-3-Coder-480B,1221,simple,semantic,,4
Qwen-3-Coder-480B,1221,simple,semantic,,5
Qwen-3-Coder-480B,1221,simple,semantic,,6
Qwen-3-Coder-480B,1221,simple,semantic,,7
Qwen-3-Coder-480B,1221,simple,semantic,,8
Qwen-3-Coder-480B,1221,simple,semantic,,9
Qwen-3-Coder-480B,1221,simple,semantic,,10
Qwen-3-Coder-480B,1221,simple,semantic,,11
Qwen-3-Coder-480B,1221,simple,semantic,,12
Qwen-3-Coder-480B,1221,simple,semantic,,13
Qwen-3-Coder-480B,1221,simple,semantic,,14
Qwen-3-Coder-480B,1221,simple,semantic,,15
Qwen-3-Coder-480B,1221,simple,semantic,,16
Qwen-3-Coder-480B,1221,simple,semantic,,17
Qwen-3-Coder-480B,1221,simple,semantic,,18
Qwen-3-Coder-480B,1221,simple,semantic,,19
Qwen-3-Coder-480B,1221,simple,semantic,,20
Qwen-3-Coder-480B,1221,simple,semantic,,21
Qwen-3-Coder-480B,1221,simple,semantic,,22
Qwen-3-Coder-480B,1221,simple,semantic,,23
Qwen-3-Coder-480B,1221,simple,semantic,,24
Qwen-3-Coder-480B,1221,simple,semantic,,25
Qwen-3-Coder-480B,1221,simple,semantic,,26
Qwen-3-Coder-480B,1221,simple,semantic,,27
Qwen-3-Coder-480B,1221,simple,semantic,,28
Qwen-3-Coder-480B,1221,simple,semantic,,29
Qwen-3-Coder-480B,1221,simple,semantic,,30
Qwen-3-Coder-480B,1221,simple,semantic,,31
Qwen-3-Coder-480B,1221,simple,semantic,,32
Qwen-3-Coder-480B,1221,simple,semantic,,33
Qwen-3-Coder-480B,1221,simple,semantic,,34
Qwen-3-Coder-480B,1221,simple,semantic,,35
Qwen-3-Coder-480B,1221,simple,semantic,,36
Qwen-3-Coder-480B,1221,simple,semantic,,37
Qwen-3-Coder-480B,1221,simple,semantic,,38
Qwen-3-Coder-480B,1221,simple,semantic,,39
Qwen-3-Coder-480B,1221,simple,semantic,,40
Qwen-3-Coder-480B,1221,simple,semantic,,41
Qwen-3-Coder-480B,1221,simple,semantic,,42
Qwen-3-Coder-480B,1221,simple,semantic,,43
Qwen-3-Coder-480B,1221,simple,semantic,,44
Qwen-3-Coder-480B,1221,simple,semantic,,45
Qwen-3-Coder-480B,1221,simple,semantic,,46
Qwen-3-Coder-480B,1221,simple,semantic,,47
Qwen-3-Coder-480B,1221,simple,semantic,,48
Qwen-3-Coder-480B,1221,simple,semantic,,49
Qwen-3-Coder-480B,1221,simple,semantic,,50
Qwen-3-Coder-480B,756,simple,correct,3.938941076003416,1
Qwen-3-Coder-480B,756,simple,correct,1.2576879910213243,2
Qwen-3-Coder-480B,756,simple,correct,1.5486744432661719,3
Qwen-3-Coder-480B,756,simple,correct,1.6611694152923537,4
Qwen-3-Coder-480B,756,simple,correct,1.4808055380742606,5
Qwen-3-Coder-480B,756,simple,correct,1.4001135073779796,6
Qwen-3-Coder-480B,756,simple,correct,1.5552131484334875,7
Qwen-3-Coder-480B,756,simple,correct,1.586340206185567,8
Qwen-3-Coder-480B,756,simple,correct,1.7550753110674526,9
Qwen-3-Coder-480B,756,simple,correct,1.5168195718654434,10
Qwen-3-Coder-480B,756,simple,correct,1.5875370919881306,11
Qwen-3-Coder-480B,756,simple,correct,1.4463768115942028,12
Qwen-3-Coder-480B,756,simple,correct,1.7642064010450687,13
Qwen-3-Coder-480B,756,simple,correct,1.3489077669902914,14
Qwen-3-Coder-480B,756,simple,correct,1.1123076923076922,15
Qwen-3-Coder-480B,756,simple,correct,1.5343693962940825,16
Qwen-3-Coder-480B,756,simple,correct,1.5342648037258815,17
Qwen-3-Coder-480B,756,simple,correct,1.4687083888149135,18
Qwen-3-Coder-480B,756,simple,correct,1.4303874092009685,19
Qwen-3-Coder-480B,756,simple,correct,1.42065781881131,20
Qwen-3-Coder-480B,756,simple,correct,1.5193075898801598,21
Qwen-3-Coder-480B,756,simple,correct,1.443286327406499,22
Qwen-3-Coder-480B,756,simple,correct,1.6784544859201047,23
Qwen-3-Coder-480B,756,simple,correct,1.4301136363636364,24
Qwen-3-Coder-480B,756,simple,correct,1.4736842105263157,25
Qwen-3-Coder-480B,756,simple,correct,1.5393858477970628,26
Qwen-3-Coder-480B,756,simple,correct,1.444976076555024,27
Qwen-3-Coder-480B,756,simple,correct,1.5008870490833826,28
Qwen-3-Coder-480B,756,simple,correct,1.4264705882352942,29
Qwen-3-Coder-480B,756,simple,correct,1.349067599067599,30
Qwen-3-Coder-480B,756,simple,correct,1.5559588626739262,31
Qwen-3-Coder-480B,756,simple,correct,1.5726902173913044,32
Qwen-3-Coder-480B,756,simple,correct,1.6850756081525313,33
Qwen-3-Coder-480B,756,simple,correct,1.2877387553912507,34
Qwen-3-Coder-480B,756,simple,correct,1.5157384987893463,35
Qwen-3-Coder-480B,756,simple,correct,1.3581715716969318,36
Qwen-3-Coder-480B,756,simple,correct,1.4957874270900842,37
Qwen-3-Coder-480B,756,simple,correct,1.520572450805009,38
Qwen-3-Coder-480B,756,simple,correct,1.5456755817992358,39
Qwen-3-Coder-480B,756,simple,correct,1.6804659871021428,40
Qwen-3-Coder-480B,756,simple,correct,0.7181740248606944,41
Qwen-3-Coder-480B,756,simple,correct,1.07646337726019,42
Qwen-3-Coder-480B,756,simple,correct,1.6594837261503927,43
Qwen-3-Coder-480B,756,simple,correct,1.491852406817756,44
Qwen-3-Coder-480B,756,simple,correct,0.9756873012904432,45
Qwen-3-Coder-480B,756,simple,correct,1.2205523964256701,46
Qwen-3-Coder-480B,756,simple,correct,1.2522281639928698,47
Qwen-3-Coder-480B,756,simple,correct,1.4649966450458511,48
Qwen-3-Coder-480B,756,simple,correct,1.3061538461538462,49
Qwen-3-Coder-480B,756,simple,correct,1.5122711336190104,50
Qwen-3-Coder-480B,1313,simple,correct,6.281553398058253,1
Qwen-3-Coder-480B,1313,simple,correct,0.5919175181809813,2
Qwen-3-Coder-480B,1313,simple,correct,1.6147390506163126,3
Qwen-3-Coder-480B,1313,simple,correct,0.11515636774679729,4
Qwen-3-Coder-480B,1313,simple,correct,1.4578313253012047,5
Qwen-3-Coder-480B,1313,simple,correct,1.49645390070922,6
Qwen-3-Coder-480B,1313,simple,correct,1.5846905537459284,7
Qwen-3-Coder-480B,1313,simple,correct,1.3563870967741936,8
Qwen-3-Coder-480B,1313,simple,correct,1.5413612565445025,9
Qwen-3-Coder-480B,1313,simple,correct,1.5165441176470589,10
Qwen-3-Coder-480B,1313,simple,correct,1.512896239417208,11
Qwen-3-Coder-480B,1313,simple,correct,1.4965861344537814,12
Qwen-3-Coder-480B,1313,simple,correct,1.828099173553719,13
Qwen-3-Coder-480B,1313,simple,correct,1.5520689655172413,14
Qwen-3-Coder-480B,1313,simple,correct,1.3767123287671232,15
Qwen-3-Coder-480B,1313,simple,correct,1.4989378651088687,16
Qwen-3-Coder-480B,1313,simple,correct,1.5148980658651332,17
Qwen-3-Coder-480B,1313,simple,correct,1.4728115093879541,18
Qwen-3-Coder-480B,1313,simple,correct,1.481203007518797,19
Qwen-3-Coder-480B,1313,simple,correct,1.1835953244659412,20
Qwen-3-Coder-480B,1313,simple,correct,1.6023360764534111,21
Qwen-3-Coder-480B,1313,simple,correct,1.5805263157894738,22
Qwen-3-Coder-480B,1313,simple,correct,1.3628140703517588,23
Qwen-3-Coder-480B,1313,simple,correct,1.6044973544973544,24
Qwen-3-Coder-480B,1313,simple,correct,1.4576448990296356,25
Qwen-3-Coder-480B,1313,simple,correct,1.5301891681782844,26
Qwen-3-Coder-480B,1313,simple,correct,1.541170378042465,27
Qwen-3-Coder-480B,1313,simple,correct,1.7623174052983412,28
Qwen-3-Coder-480B,1313,simple,correct,1.3434673366834171,29
Qwen-3-Coder-480B,1313,simple,correct,1.7918454935622317,30
Qwen-3-Coder-480B,1313,simple,correct,1.5782331027142096,31
Qwen-3-Coder-480B,1313,simple,correct,1.5218064516129033,32
Qwen-3-Coder-480B,1313,simple,correct,1.6753903672751265,33
Qwen-3-Coder-480B,1313,simple,correct,1.3771929824561404,34
Qwen-3-Coder-480B,1313,simple,correct,1.5311461794019934,35
Qwen-3-Coder-480B,1313,simple,correct,1.3975520195838433,36
Qwen-3-Coder-480B,1313,simple,correct,1.5247900298022217,37
Qwen-3-Coder-480B,1313,simple,correct,0.8994929913510289,38
Qwen-3-Coder-480B,1313,simple,correct,2.304185351270553,39
Qwen-3-Coder-480B,1313,simple,correct,1.6640173410404624,40
Qwen-3-Coder-480B,1313,simple,correct,1.4863119834710743,41
Qwen-3-Coder-480B,1313,simple,correct,1.4602587800369686,42
Qwen-3-Coder-480B,1313,simple,correct,1.6076923076923078,43
Qwen-3-Coder-480B,1313,simple,correct,0.9161341853035144,44
Qwen-3-Coder-480B,1313,simple,correct,1.452248921749846,45
Qwen-3-Coder-480B,1313,simple,correct,1.5455746367239103,46
Qwen-3-Coder-480B,1313,simple,correct,2.1312458361092603,47
Qwen-3-Coder-480B,1313,simple,correct,1.5054174633524537,48
Qwen-3-Coder-480B,1313,simple,correct,1.6914817465998568,49
Qwen-3-Coder-480B,1313,simple,correct,1.821859474804826,50
Qwen-3-Coder-480B,1363,simple,semantic,,1
Qwen-3-Coder-480B,1363,simple,semantic,,2
Qwen-3-Coder-480B,1363,simple,semantic,,3
Qwen-3-Coder-480B,1363,simple,semantic,,4
Qwen-3-Coder-480B,1363,simple,semantic,,5
Qwen-3-Coder-480B,1363,simple,semantic,,6
Qwen-3-Coder-480B,1363,simple,semantic,,7
Qwen-3-Coder-480B,1363,simple,semantic,,8
Qwen-3-Coder-480B,1363,simple,semantic,,9
Qwen-3-Coder-480B,1363,simple,semantic,,10
Qwen-3-Coder-480B,1363,simple,semantic,,11
Qwen-3-Coder-480B,1363,simple,semantic,,12
Qwen-3-Coder-480B,1363,simple,semantic,,13
Qwen-3-Coder-480B,1363,simple,semantic,,14
Qwen-3-Coder-480B,1363,simple,semantic,,15
Qwen-3-Coder-480B,1363,simple,semantic,,16
Qwen-3-Coder-480B,1363,simple,semantic,,17
Qwen-3-Coder-480B,1363,simple,semantic,,18
Qwen-3-Coder-480B,1363,simple,semantic,,19
Qwen-3-Coder-480B,1363,simple,semantic,,20
Qwen-3-Coder-480B,1363,simple,semantic,,21
Qwen-3-Coder-480B,1363,simple,semantic,,22
Qwen-3-Coder-480B,1363,simple,semantic,,23
Qwen-3-Coder-480B,1363,simple,semantic,,24
Qwen-3-Coder-480B,1363,simple,semantic,,25
Qwen-3-Coder-480B,1363,simple,semantic,,26
Qwen-3-Coder-480B,1363,simple,semantic,,27
Qwen-3-Coder-480B,1363,simple,semantic,,28
Qwen-3-Coder-480B,1363,simple,semantic,,29
Qwen-3-Coder-480B,1363,simple,semantic,,30
Qwen-3-Coder-480B,1363,simple,semantic,,31
Qwen-3-Coder-480B,1363,simple,semantic,,32
